Recipe_ID,calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Potassium,TotalCarbohydrates,DietaryFiber,Protein,Sugars,VitaminA,VitaminC,Calcium,Iron,Thiamin,Niacin,VitaminB6,Magnesium,Folate
14948,88.0,5.5,2.0,8,151,51,6.7,0.4,2.9,1,133,3,30,0,0,1,0,4,3
82007,578.0,27.4,10.0,61,1816,504,46.8,4.9,32.3,8,1328,12,449,7,0,8,0,27,82
85719,177.0,6.5,2.0,10,473,130,22.3,1.5,7.6,3,1000,3,79,2,0,4,0,22,64
99392,659.0,19.4,6.0,217,1531,717,90.7,8.3,29.3,11,495,83,138,7,1,14,0,63,293
18852,498.0,9.5,3.0,13,1038,125,80.5,5.6,21.1,2,156,1,108,8,1,10,0,29,189
237026,403.0,22,10.0,125,749,338,22.2,1.9,27.4,4,567,6,348,2,0,9,0,46,21
256946,429.0,19.3,9.0,95,1053,235,28,0.8,33.5,3,443,8,131,3,0,12,0,25,12
53586,238.0,13.7,8.0,46,551,89,16.6,1.1,10.9,4,330,3,215,1,0,0,0,6,8
141099,404.0,24.5,14.0,80,646,87,24.5,1,22.7,7,752,1,288,1,0,5,0,15,6
228389,442.0,28,13.0,45,799,285,29,1.6,18.9,6,787,4,292,2,0,4,0,29,11
279581,331.0,8.7,3.0,18,744,808,55.1,10,18,7,2800,95,481,10,0,5,1,105,46
32086,493.0,16,8.0,48,1093,170,63.5,2.7,26,11,631,20,221,1,0,4,0,18,13
258012,540.0,33.6,12.0,77,1625,268,32.8,2.2,24.7,2,280,3,316,3,0,9,0,31,64
77520,395.0,16.8,6.0,23,607,674,54.4,9.7,15.9,8,10285,81,150,2,0,4,1,51,45
265306,665.0,45.9,12.0,149,1808,877,36.3,15.6,31,12,1114,19,234,4,0,9,1,63,81
265391,25.0,1.2,1.0,4,62,50,3.1,0.2,0.9,2,253,3,27,0,0,0,0,5,3
35985,1376.0,73.5,39.0,197,2751,1155,113.3,12.1,65.6,11,3978,107,1230,10,1,24,1,135,236
69169,743.0,60.4,21.0,146,2379,425,12.8,0.9,35.8,2,78,1,191,3,0,12,0,33,23
229023,381.0,25.7,9.0,230,809,199,16.1,0.2,19.8,3,475,0,167,2,0,4,0,18,28
26907,541.0,28,12.0,79,1518,700,45.6,2.3,28.3,15,948,16,575,3,0,8,0,48,41
72976,358.0,16.7,6.0,53,1012,263,29.6,1.9,23,3,312,20,237,1,0,7,0,18,10
237997,260.0,9.9,4.0,26,829,59,31.8,1.3,10.1,7,96,0,85,2,0,1,0,6,6
278325,120.0,8,2.0,100,263,184,6.1,1.7,6.1,3,425,1,41,1,0,2,0,13,17
233539,188.0,13.4,2.0,0,951,255,14.4,3,3.8,5,419,26,43,1,0,3,0,12,64
22245,661.0,24.8,15.0,63,726,290,85.8,3.8,22.7,3,647,0,257,4,1,13,0,69,273
263946,784.0,42.6,19.0,85,2091,507,73.2,4.2,24,4,1456,15,204,11,0,10,0,37,143
279162,372.0,11,4.0,173,434,345,47.2,3,20.4,4,926,8,167,4,1,9,0,48,184
258765,665.0,22.6,5.0,18,559,653,92.5,5.5,22,8,261,30,72,5,1,15,0,84,284
258357,624.0,11.5,2.0,62,796,930,91.6,6.1,40,5,743,22,135,30,0,15,0,82,261
231945,446.0,14.8,2.0,0,803,194,65.7,2.7,11,5,0,0,22,3,1,9,0,45,199
258283,816.0,39,15.0,122,1471,702,74.4,3.4,46,7,353,3,73,5,0,6,0,45,177
255967,311.0,9.2,3.0,13,414,25,45.9,2.7,12.5,0,109,0,155,0,0,1,0,6,3
19905,680.0,23.6,9.0,92,876,1024,76.9,4.3,39.4,14,996,61,52,7,1,20,1,82,208
11995,362.0,11.8,4.0,10,419,455,50.6,4,14.1,6,457,13,282,4,1,8,0,61,152
52160,501.0,19.7,7.0,42,1119,608,58.3,5.3,21.8,11,677,3,279,4,1,14,0,65,154
85408,478.0,16.2,3.0,43,1289,665,56.2,6,23.9,10,2984,31,73,6,0,13,1,37,82
223024,519.0,10.3,4.0,63,970,902,79.8,6.6,24.5,11,1293,18,187,7,1,14,1,89,210
233309,1108.0,65.7,8.0,1,1194,744,102.4,8.2,21.8,7,311,18,109,8,1,14,0,130,310
19401,331.0,8.2,3.0,12,643,945,56.2,7.1,10.9,13,798,12,43,4,0,10,0,57,104
12068,491.0,29.5,18.0,70,114,248,45.7,2,11.3,2,1102,10,143,2,1,7,0,40,146
216714,551.0,25.4,12.0,112,1273,799,54.5,4.5,26.7,9,1132,23,305,4,1,12,0,74,168
277041,384.0,11.2,4.0,86,759,771,47.6,3.8,23.4,8,748,23,90,5,1,12,0,63,147
276511,671.0,31.2,11.0,43,405,619,75.9,4.7,19.3,7,463,13,185,5,1,13,0,73,225
12004,367.0,14.2,5.0,43,512,501,40.7,3.5,17.5,7,767,25,30,4,1,10,0,45,111
260810,846.0,37.7,19.0,159,2106,955,73.2,5,55,7,2679,55,303,5,0,23,1,108,250
268107,789.0,44.7,24.0,149,1175,876,65,4.5,26.2,8,2267,23,219,6,1,14,1,86,170
41998,567.0,13.7,2.0,3,948,428,96.9,6.8,14.8,9,14268,22,184,5,0,2,0,42,37
158360,250.0,10,5.0,24,608,129,28.7,1,10.3,3,195,2,117,1,0,2,0,11,6
99853,464.0,16.5,6.0,22,1168,213,58,5.3,18.2,7,784,4,99,5,0,2,0,19,108
82746,801.0,46.2,19.0,129,1610,262,58.6,2.9,41.7,6,675,6,192,1,0,11,0,29,18
275005,465.0,29.2,17.0,113,1128,234,28.5,4.4,23.1,2,1041,1,148,1,0,9,0,22,13
74375,359.0,11.1,4.0,32,772,158,46.2,2.3,20.1,7,280,1,158,0,0,5,0,15,7
173699,671.0,24.9,11.0,104,1884,448,65.9,2.5,44,19,336,3,469,4,0,7,0,16,7
240166,778.0,46.8,17.0,127,2579,642,36.3,1.4,49.6,1,397,1,453,3,1,18,0,60,58
139566,218.0,10.8,2.0,3,396,195,25.4,1.8,5.6,2,286,4,33,2,0,4,0,22,66
213196,212.0,9.7,3.0,15,725,238,24.5,1.6,7,2,310,4,56,2,0,4,0,19,67
23899,628.0,38.2,17.0,266,1424,218,38.7,2.1,34.1,3,739,5,326,2,0,6,0,24,34
274999,520.0,32.7,9.0,42,703,155,38.3,7.3,19.7,3,1121,4,328,1,0,3,0,36,31
50603,356.0,21.3,13.0,55,853,114,25,2,17.3,4,237,7,8,1,0,1,0,7,5
256005,222.0,9,3.0,12,396,85,26.5,3.5,8.1,1,280,12,127,0,0,0,0,9,9
245593,470.0,21.3,9.0,34,520,710,56.7,4.8,14.5,3,374,30,66,3,0,6,0,47,127
270945,178.0,7.6,4.0,44,486,221,16.4,3.4,11.4,3,312,3,296,1,0,4,0,24,35
218905,635.0,41.7,22.0,181,879,261,40.9,1.7,24.1,2,1473,2,331,3,0,11,0,36,123
244278,599.0,39.8,15.0,61,722,786,42.5,9.7,21.3,4,1192,19,455,3,0,8,0,67,168
54538,476.0,16.5,7.0,76,888,1070,52.4,5.6,28.7,12,2230,47,149,7,0,11,0,65,110
34126,425.0,14.3,8.0,60,2306,269,49.5,1.5,23.4,18,301,6,280,3,0,7,0,49,21
230655,558.0,23.5,13.0,84,935,405,54.8,4.3,35.2,6,1126,11,516,2,0,5,0,64,40
172070,310.0,13.1,7.0,48,575,125,28.6,1.5,20.7,2,384,5,308,1,0,4,0,17,12
81336,697.0,41.9,14.0,51,1879,117,57.2,2.6,27.8,2,416,4,462,1,0,0,0,28,1
58181,250.0,7.7,2.0,42,556,351,27.1,3.9,18,3,3300,10,57,3,0,8,0,42,84
229034,291.0,15.3,6.0,40,841,781,28.5,3.6,10.7,11,16439,28,126,2,0,6,0,58,49
228493,120.0,7.8,3.0,17,837,362,10.9,2.2,3.4,2,5007,36,73,1,0,2,0,25,25
13447,273.0,6.5,2.0,4,960,855,41.5,9.3,13.9,7,1938,28,178,5,0,6,0,73,139
27174,227.0,9.9,3.0,18,1010,647,22.5,3.5,12.4,8,3223,35,61,2,0,6,0,37,30
236354,818.0,36.6,10.0,59,2094,713,99.2,5.8,24,4,468,12,62,3,0,9,0,27,32
228717,245.0,5.4,3.0,11,1321,1408,44.3,8.6,9,13,7244,45,107,4,0,5,1,77,83
236621,338.0,14.7,5.0,64,205,838,30.1,6.3,21.6,2,4341,8,183,5,0,5,0,85,115
262965,813.0,50.7,28.0,177,1870,843,44.1,4,45.5,5,15525,10,842,3,0,14,0,76,41
69623,204.0,14,7.0,56,383,299,5,1.1,14,3,582,16,150,2,0,6,0,18,17
261351,387.0,18.2,10.0,57,1228,585,41.1,8.1,15.8,4,2563,20,211,4,0,5,0,47,72
215953,180.0,7.3,2.0,4,697,276,21.2,3.8,8.1,4,2315,13,86,1,0,1,0,20,28
25668,255.0,11.5,4.0,119,1048,433,15.2,2.7,21.8,4,11121,9,123,2,0,9,0,42,66
25653,283.0,14.4,3.0,13,505,643,29.4,7,10.4,4,3420,16,91,3,0,4,0,66,77
232540,185.0,7.7,2.0,16,350,216,22.2,2.3,6.4,4,1796,13,55,3,0,0,0,5,10
262624,559.0,7.5,1.0,0,751,1725,102.1,6.8,23.5,4,9412,79,233,8,1,12,0,206,221
15245,229.0,2.3,0.0,46,108,329,39.7,3.4,11.1,3,551,12,25,2,0,6,0,32,99
13141,191.0,0.7,0.0,0,245,778,40.7,7.3,7.1,5,6288,27,60,2,0,3,0,44,56
143437,149.0,5.6,1.0,2,838,537,22.4,6.2,5.1,5,221,27,60,2,0,2,0,55,59
246043,536.0,17.6,3.0,5,1739,438,77.2,19.4,17.6,3,3074,5,114,5,0,6,0,88,26
83201,402.0,14.9,6.0,69,1032,1211,40.7,8.6,28.8,12,11071,34,200,8,0,13,0,120,155
13334,256.0,1.1,0.0,0,996,667,48.4,7.9,13.5,5,1883,21,100,5,0,4,0,69,139
14118,399.0,2.4,0.0,0.5,382,1458,80.9,17.8,19.6,13,3386,80,165,7,0,8,1,135,321
234942,329.0,17.6,6.0,34,910,407,24.8,4.6,18.3,2,7009,56,102,3,0,4,0,28,21
13339,387.0,17.4,6.0,34,1634,1237,43.9,7.8,16.3,13,5604,36,150,6,0,8,1,88,122
268651,356.0,9.4,2.0,3,1439,1026,57.6,11.3,12.5,9,12272,46,144,3,0,4,0,75,193
14138,185.0,1.3,0.0,0,634,670,37.2,9.5,9.1,5,5744,26,114,4,0,3,0,46,63
258270,531.0,24.6,4.0,152,569,888,29.9,3.7,40.7,8,5196,59,145,9,0,12,1,96,124
16745,260.0,12.2,5.0,81,733,403,17,2.3,19.7,4,6558,5,73,2,0,11,0,44,76
77955,489.0,26,11.0,82,1407,756,34.5,9.1,28.3,15,1745,9,255,5,0,12,0,53,32
67650,93.0,4.5,2.0,6,1210,449,10,2.9,4.9,5,483,31,138,1,0,2,0,31,49
140516,245.0,3.3,1.0,16,527,755,37.3,12.5,17.4,3,5667,25,100,5,0,8,1,109,260
234695,217.0,5.5,1.0,0,766,690,35.7,9,7.4,6,8595,39,114,4,0,2,0,33,38
235871,398.0,18.8,7.0,74,178,1017,26.8,3.5,25.9,4,4860,14,44,4,0,10,1,57,46
11866,316.0,8.2,2.0,11,502,1258,45.4,9.2,17.9,4,3073,25,155,6,0,8,0,105,183
216589,395.0,7.4,1.0,125,1006,1580,31.9,4.9,48.3,7,3936,45,260,15,0,14,1,103,152
184193,528.0,22.1,10.0,107,699,586,50.8,4.7,30.3,9,4204,34,124,4,0,7,0,26,23
24403,227.0,10.5,4.0,21,620,652,23.6,4.4,11.7,3,6460,19,150,3,0,6,0,47,56
230790,214.0,15.1,9.0,48,766,72,14.2,2.8,3.4,8,2234,40,34,2,0,0,0,10,18
228716,398.0,23.7,11.0,41,1525,827,41.9,10.1,8.8,18,3992,73,139,5,0,4,0,66,102
143951,394.0,11.4,2.0,0,631,2046,68.2,12.5,10,19,4997,197,104,4,0,7,1,112,133
235366,214.0,10.2,4.0,47,713,445,16.8,2,14.5,2,9664,70,142,2,0,4,0,35,29
214876,271.0,8,1.0,0.5,1732,391,37.9,11.4,10.7,3,2266,13,155,5,0,1,0,19,113
105081,481.0,20.1,5.0,13,989,203,62,3.4,15.8,6,467,17,165,3,0,6,0,43,154
265802,127.0,7.2,1.0,0,32,574,15.4,5.4,2.6,8,1372,50,34,1,0,2,0,32,53
24882,259.0,10,4.0,16,881,148,30.5,2.8,13,2,377,7,245,2,0,4,0,29,73
267257,181.0,9.3,1.0,0,1200,56,22.5,2.3,2.8,0,679,8,14,0,0,0,0,5,11
258081,104.0,7.1,1.0,108,161,79,0.5,0,9.1,0,122,1,19,1,0,1,0,14,4
257746,846.0,64.6,22.0,136,3425,1002,25.3,5.8,41.5,5,7006,36,319,6,1,11,1,61,212
14209,38.0,1.8,0.0,0,742,123,5.3,0.4,0.9,4,79,2,13,0,0,0,0,12,6
263723,239.0,12.9,3.0,9,470,484,25.5,4.9,8.4,4,939,18,155,1,0,2,0,36,49
222774,268.0,17.6,3.0,4,457,466,21.5,4.4,7.4,6,1504,25,128,2,0,3,0,47,45
222905,376.0,14.8,3.0,6,717,244,52.3,3.6,9.1,8,229,30,113,3,0,6,0,34,178
222773,342.0,25.7,5.0,9,720,419,21.4,3.6,8.6,4,1113,17,161,3,0,4,0,34,85
16519,865.0,33.6,11.0,38,1617,547,112.4,7.9,28.5,10,3585,27,289,5,1,12,0,88,274
220464,540.0,45.2,8.0,82,225,621,8.2,2.8,25.5,2,1741,21,123,2,0,12,1,53,75
280294,218.0,13.7,2.0,9,402,455,14.7,3,10.7,5,1099,17,57,2,0,7,0,33,44
26533,123.0,5.1,3.0,16,953,304,15.2,4.3,5.2,4,3420,63,65,1,0,2,0,17,80
17264,113.0,9.7,1.0,5,315,47,2.3,0.3,4.4,0,21,2,11,0,0,3,0,5,1
233867,331.0,28.4,9.0,45,800,293,6.6,1.6,18.3,2,2968,50,223,1,0,2,0,21,74
14380,162.0,5.4,2.0,18,425,80,21.1,3.3,8,5,228,1,49,1,0,1,0,17,28
63177,295.0,14.9,2.0,166,410,226,17,4.4,22.1,1,335,5,72,4,0,6,0,32,7
266025,207.0,9.7,5.0,86,268,583,14.8,3.6,16.2,4,7742,30,366,5,0,3,0,81,90
64641,367.0,12.3,3.0,5,309,376,53.5,6.1,12,5,904,18,131,3,0,6,0,48,138
277069,214.0,15.6,8.0,40,140,49,5.5,0.3,8.2,0,67,9,8,0,0,0,0,2,2
238094,257.0,19.5,6.0,41,799,325,8.1,0.6,12.7,5,2431,28,169,1,0,4,0,20,19
50215,732.0,65.3,10.0,168,463,743,9.7,2.9,29.4,0,655,31,77,4,0,19,1,57,24
56412,662.0,38.2,11.0,50,1047,661,53,4.7,26.1,6,943,125,125,4,1,13,1,64,158
23604,536.0,17.5,7.0,69,450,789,62.3,4.8,32.2,8,394,28,262,6,1,16,1,79,190
244765,725.0,20.5,7.0,65,953,553,95.1,4.7,38.3,5,308,6,62,5,1,24,1,90,282
166417,708.0,27.4,10.0,77,1085,622,82.9,4.3,29.2,13,343,4,85,5,1,16,0,73,196
269259,397.0,16.6,10.0,38,423,369,48.8,3.2,13.4,4,784,67,201,2,1,7,0,48,149
279633,698.0,23.6,4.0,38,449,319,88.5,4.5,31.6,5,242,4,35,4,1,12,0,66,278
202711,616.0,30.3,6.0,76,229,818,49.1,3.4,35,5,905,19,157,3,1,20,1,79,183
222968,398.0,3.5,1.0,164,223,947,62,11.5,29.2,11,1415,115,164,8,0,14,1,154,87
258038,806.0,12.2,2.0,4,921,1564,117.8,11.9,53.4,6,3806,45,286,12,1,20,1,153,332
26299,861.0,39.8,19.0,235,1563,1014,65.8,5.9,57,16,1365,3,734,6,1,26,1,106,180
280706,758.0,39.9,20.0,128,995,686,57.3,4.5,40.7,11,1141,9,539,4,1,19,0,82,166
51288,467.0,13.3,3.0,97,120,376,68.8,3.4,17.7,4,145,3,103,4,1,11,0,56,222
53178,478.0,17.6,6.0,73,988,628,49.4,4.5,31.1,5,1082,14,184,4,0,17,1,34,80
16601,633.0,26,15.0,66,2079,568,77.9,7.9,24.1,5,3032,66,327,5,1,13,0,87,301
17094,878.0,28.4,11.0,93,972,638,111,6.1,40.4,10,170,20,142,7,1,23,1,92,302
263822,770.0,24.1,6.0,18,1746,1550,115.7,19,26.7,16,1268,24,282,7,1,17,1,149,384
74793,330.0,6.9,2.0,35,148,518,44.5,3.4,21.4,0,2975,53,153,17,0,7,0,51,160
263496,471.0,14.1,5.0,171,338,357,60.5,2.6,24.2,5,428,2,254,4,1,11,0,61,200
265335,1030.0,53.8,13.0,39,583,1127,107,8,31,3,3541,72,487,7,1,17,1,130,355
263933,283.0,14.6,3.0,55,658,614,11.4,1.3,23.6,3,897,23,122,14,0,8,0,41,61
19343,626.0,27.8,11.0,72,4578,874,65.3,4.5,28.1,7,717,10,115,6,1,17,0,77,204
19331,585.0,25,3.0,138,845,667,61,4.8,29,6,1650,61,99,6,1,15,0,90,199
270295,468.0,15.4,7.0,36,1690,485,69.1,3.7,14.1,11,575,28,38,3,1,10,0,56,197
261950,614.0,10.4,2.0,84,834,1394,79.3,10.6,40.5,15,9873,46,141,9,1,16,1,87,168
210943,752.0,26.5,14.0,47,950,658,99.3,7.2,29.4,10,17421,7,263,6,1,15,0,108,283
233633,595.0,23.6,8.0,85,1744,1542,66.8,7.4,31.7,17,1385,30,115,7,1,17,1,103,175
11897,515.0,25,13.0,157,1098,403,44.8,2.1,27.1,2,671,1,341,3,1,12,0,54,155
277966,455.0,13,4.0,112,427,303,63.4,2.5,20.1,8,156,0,112,3,1,11,0,51,190
228089,502.0,31.8,22.0,20,543,1409,48.3,8.1,16.3,5,2642,24,177,6,0,25,3,150,215
260451,395.0,17.8,4.0,47,741,788,41.8,9.7,21,8,460,18,57,3,0,11,1,100,73
257898,342.0,8.4,1.0,0,525,834,58.7,10,9.9,8,618,22,37,2,0,3,0,46,63
263401,544.0,15.8,2.0,129,1169,588,71.8,4.7,26.8,6,2321,58,108,8,1,14,0,81,236
239862,639.0,33.5,9.0,127,635,1382,60,5.6,32,9,2083,46,246,6,0,17,1,117,106
262956,735.0,45.4,23.0,132,613,551,54.7,4.3,18.2,5,2344,10,161,5,1,8,0,65,205
257884,578.0,15.5,2.0,42,962,565,85.1,6,20.1,9,2088,86,76,5,1,13,0,101,308
214871,375.0,15.6,3.0,26,408,378,42,6.4,18.8,2,1164,15,119,11,0,7,0,60,18
239301,325.0,22.7,4.0,12,764,265,23.7,1.7,7.9,6,2143,18,112,1,0,1,0,218,22
265810,541.0,25.9,5.0,11,129,605,64.4,5.5,14.6,5,679,29,74,4,1,10,0,100,224
259007,356.0,10.4,5.0,49,909,525,52.7,4.3,13.8,2,1257,13,70,4,1,9,0,57,151
280704,191.0,11.1,4.0,57,136,362,6.1,1.5,16.3,3,175,7,43,3,0,7,0,23,17
270297,526.0,9.4,3.0,96,1601,1118,72.7,11.4,35.4,15,3128,27,140,8,0,11,1,148,91
257742,716.0,43.2,22.0,136,1431,429,60.6,3.1,21.7,4,1183,5,94,3,1,13,0,68,204
91617,765.0,27.6,13.0,105,1642,847,88.5,4.1,41.7,23,1210,14,311,6,1,20,0,103,226
270430,295.0,9.9,3.0,77,445,305,34.6,3,17.4,2,1065,31,160,3,0,6,0,26,56
265997,686.0,45.1,26.0,142,572,746,52.3,4.3,20.3,4,10814,37,326,5,1,9,0,145,176
257750,811.0,36,21.0,265,2338,2134,86.9,8.1,42.3,20,1566,25,293,9,0,18,0,165,160
11716,611.0,19,7.0,62,1018,1436,81.2,7,30.3,15,3039,37,91,7,1,20,1,107,252
215790,469.0,11.9,4.0,27,1491,863,68.9,5.8,22,9,497,12,47,5,1,14,0,79,205
17548,653.0,24.4,11.0,95,1545,490,65.9,3.1,40.7,3,795,4,261,4,1,21,0,77,190
223023,438.0,20.4,7.0,121,2450,892,36.3,6.7,26.4,16,1380,7,131,6,0,16,1,67,60
241973,649.0,19,6.0,121,1433,485,60.4,5.8,55.8,9,1072,1,274,5,1,32,1,77,142
246489,546.0,20.6,5.0,50,818,930,63.9,6.9,25.7,8,5392,28,88,8,0,11,0,37,82
26267,492.0,23.3,12.0,82,735,1013,43.9,9.3,29.7,5,1994,20,274,6,0,11,1,72,81
262418,597.0,27.8,10.0,84,1629,987,51.9,4,33,7,4265,18,142,4,1,15,1,72,132
263386,894.0,51.3,28.0,242,1103,539,64,3.2,46.1,7,1595,4,718,6,0,13,0,92,170
278797,583.0,13.4,1.0,0,2152,1059,85.4,11.5,31.9,9,2865,18,93,6,1,10,0,84,205
192530,551.0,25.4,5.0,88,400,556,61.7,4.1,19.6,10,553,18,120,5,1,11,0,62,172
254841,408.0,13.6,5.0,200,549,201,54.3,5.1,18.3,2,1886,54,129,1,0,3,0,19,53
244349,335.0,10.6,2.0,0,125,922,51.7,5.9,11.5,2,11071,58,142,5,1,8,0,129,365
259342,641.0,21.3,4.0,0,2004,1252,95.9,17.7,19.3,5,6290,36,152,7,1,11,1,280,234
263254,548.0,17.8,9.0,61,207,522,62.2,3,26.3,4,944,5,128,4,1,15,0,75,204
280009,975.0,47.5,7.0,4,253,854,121.3,23.1,28.3,7,11560,45,348,9,1,14,1,270,127
221952,808.0,41.1,18.0,90,1063,708,87,5.5,25.3,5,12169,34,217,5,1,13,0,96,264
232368,598.0,29.8,16.0,102,315,552,58.3,4.4,24.6,2,4427,10,210,4,1,11,0,67,162
150095,527.0,23.1,10.0,62,1167,618,55.3,4.6,24.4,8,812,15,246,4,1,10,0,61,123
232587,479.0,18.1,3.0,173,265,971,50,5.3,30.1,3,7395,39,140,8,1,14,1,147,304
246659,78.0,6.8,1.0,0,137,7,3,1.6,2.1,1,3748,52,29,1,0,0,0,1,0
88213,210.0,15.8,7.0,22,292,485,10.4,2.4,8.2,6,2105,25,110,1,0,3,0,30,32
170600,460.0,23.3,9.0,45,574,288,45.4,3.2,17.2,4,1159,17,256,2,0,3,0,39,124
19305,276.0,7.8,1.0,0,295,237,43.8,3.3,7.6,2,201,4,21,3,0,3,0,35,106
213223,99.0,1.9,1.0,6,291,79,15.6,0.7,4.3,2,118,0,81,1,0,2,0,12,39
31741,117.0,10,4.0,15,402,102,3.4,0.4,3.9,2,247,6,100,0,0,1,0,8,11
222290,45.0,0.6,0.0,0,48,472,9.4,2.6,2.1,6,1553,25,28,1,0,1,0,24,31
255203,305.0,15.1,8.0,34,533,60,32.1,2.7,10.5,2,1026,12,230,4,0,1,0,10,6
229808,97.0,1.3,1.0,2,70,430,19.5,5.7,4.6,7,1000,30,116,2,0,2,0,43,62
217292,663.0,39.4,7.0,11,190,319,64.8,3.9,16.5,4,1001,5,92,4,0,7,0,76,189
143276,206.0,5.7,1.0,0,592,449,31.9,7.9,8.7,1,11919,97,172,4,0,2,0,37,32
228377,162.0,3.8,1.0,3,101,670,29.6,2.1,7.5,2,368,26,75,2,0,3,0,69,31
218599,190.0,15.8,5.0,25,703,330,4.4,1.6,8.9,1,4406,22,42,2,0,1,0,78,15
213915,210.0,8.6,4.0,20,415,582,19.8,3.5,13.4,4,4484,60,38,1,0,2,0,33,45
217975,93.0,7.4,1.0,1,146,15,4.5,1.3,2.5,1,3703,53,44,1,0,0,0,1,1
233930,302.0,10.5,2.0,1,143,1025,46.4,5.4,7,4,956,57,75,3,0,5,1,64,104
75126,261.0,19.3,11.0,134,599,286,13.6,1.4,9.5,2,771,15,181,1,0,3,0,22,38
234493,248.0,7.5,3.0,17,406,606,36.3,3.1,9.2,5,271,23,174,1,0,4,0,42,19
278486,216.0,10.3,5.0,31,798,123,17.9,4.6,9.5,1,1226,2,108,2,0,2,0,10,7
145914,128.0,10.9,2.0,0,471,208,7.7,3.1,1.7,2,629,21,36,1,0,1,0,24,35
236606,204.0,12.5,5.0,20,1230,271,22.4,1.7,5.2,6,968,14,140,3,0,3,0,30,29
236315,68.0,2.8,1.0,2,106,54,8.9,0.5,1.7,1,238,0,30,1,0,1,0,6,21
180977,594.0,34.8,14.0,71,1795,471,45.3,3.5,25.9,5,602,3,268,4,1,10,0,69,109
13287,245.0,4.9,1.0,2,1014,551,38.1,11.2,12,2,8019,28,170,6,0,1,0,73,174
12908,262.0,10.3,1.0,45,400,1041,10.7,2.1,31.2,7,1112,38,122,3,0,15,1,140,49
13333,227.0,8.3,1.0,1,1142,996,30,8,8.6,11,9112,30,112,3,0,4,0,57,90
13183,380.0,25.4,10.0,78,1904,610,21.1,2.4,17.3,4,3636,45,110,2,0,7,0,41,24
157954,389.0,16.7,6.0,58,283,1299,38,7,20.3,7,1320,84,114,5,0,10,1,85,82
25688,322.0,14.9,4.0,45,783,567,27.1,6.1,20.6,3,500,8,71,4,0,8,0,37,49
13024,416.0,14.2,5.0,87,1211,676,43.3,2.9,27.3,4,2409,2,75,4,0,13,0,51,166
88690,558.0,35.5,15.0,89,1224,678,30.9,3.6,29.4,5,4798,31,428,4,1,10,1,80,139
143069,554.0,32.6,15.0,99,2386,1248,45.8,5.6,19.8,5,2091,49,86,3,1,8,1,78,71
238014,299.0,10.1,3.0,35,566,711,33.2,4.7,17.9,5,2283,29,85,4,0,7,0,49,92
12816,318.0,12.9,7.0,164,755,761,9.3,1.3,34.9,4,1036,18,114,5,0,11,0,84,37
12942,385.0,24.4,9.0,58,1259,810,22.5,5.7,18.8,4,4689,20,103,3,1,7,0,65,98
231287,266.0,18,9.0,49,391,488,16.4,1.5,10.6,3,2110,23,162,1,0,4,0,32,19
255823,888.0,43.8,14.0,84,4200,1088,77.3,12.5,43.8,10,4080,26,265,8,1,14,1,109,125
13436,324.0,20.2,8.0,50,1145,704,19.1,3.1,14.6,6,3715,23,85,2,0,6,0,36,40
13009,225.0,4.4,1.0,2,758,953,37.3,7.9,11,6,928,16,122,5,0,3,0,82,112
230298,138.0,1.7,1.0,2,941,534,25.2,6.5,6.9,8,6456,24,145,3,0,3,0,46,93
25690,403.0,7.6,2.0,3,1223,661,68,8.4,16.3,6,422,9,119,5,0,8,0,75,182
261337,447.0,24.8,12,78,1275,1233,42.3,5.6,15.8,3,9115,107,168,3,1,7,1,74,52
229089,476.0,10.2,3.0,102,500,1606,34.4,7.2,49.9,11,7483,37,93,7,0,13,1,89,74
187924,262.0,5.4,1.0,2,245,707,38.8,6.9,8.2,4,6148,57,92,3,0,2,1,45,35
217129,215.0,9.7,4.0,14,494,285,22.2,4.4,9.9,3,2416,15,178,2,0,2,0,48,32
77836,404.0,20.6,7.0,39,1618,980,37.4,9.8,20.3,10,5510,69,154,4,1,8,1,62,109
16690,348.0,26.6,11.0,68,689,553,15.3,2,12.1,1,3113,38,59,2,0,5,0,33,25
229992,529.0,29,14.0,113,1645,601,39.9,4,28.4,3,9223,5,337,5,0,10,0,85,115
13126,459.0,34.1,13.0,87,1925,616,21.1,2.4,17.2,4,3643,45,111,2,0,7,0,42,24
230392,291.0,10.8,3.0,58,1422,573,27.6,5.2,20.9,6,4078,11,80,5,0,2,0,34,38
35781,159.0,5.6,2.0,55,99,200,15.4,1.4,11.5,1,560,4,47,2,0,4,0,21,71
55059,502.0,4.6,1.0,0,822,597,95,11.9,18.9,4,902,16,115,7,0,2,1,91,277
237996,311.0,20.6,7.0,43,854,304,19.7,1.5,11.7,3,2706,5,90,1,0,5,0,26,33
231282,272.0,8.9,3.0,49,498,337,30.8,3.2,16.7,1,2364,7,82,2,0,4,0,26,21
13238,185.0,4.2,1.0,2,272,526,30.5,4.5,8.2,5,350,12,89,4,0,3,0,50,75
13268,222.0,3,0.0,151,1231,706,11.9,2.2,31.3,7,687,33,81,3,0,11,0,69,25
236616,359.0,11.7,4.0,26,1315,1054,40.8,9,20.2,5,1596,14,167,7,0,5,0,100,129
238236,293.0,6.4,3.0,174,927,887,10.5,1.5,41.4,4,1333,15,122,10,0,6,0,48,17
