Recipe_ID,calories,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate
212510,138.0,8.5,2.0,0,98,51,15.4,1.7,1.2,7,24,0,37,1,0,1,0,15,25
244861,767.0,32.9,15.0,60,1475,1481,89.4,17.1,32,5,19088,48,601,8,1,12,1,161,236
242292,203.0,9.9,4.0,36,797,149,13.7,0.9,14.6,0,254,0,84,1,0,6,0,26,16
204431,459.0,16.9,2.0,0,314,759,79.1,7.7,13,32,117,12,41,2,0,2,1,122,81
241209,641.0,31.9,17.0,84,1938,651,65.8,8.7,24.2,4,949,8,366,6,1,9,0,76,115
256578,404.0,5.2,2.0,43,225,1116,64.6,10.3,27.8,27,1846,61,231,5,1,14,1,122,167
273676,712.0,33,17.0,102,789,1485,65.4,14.3,39.9,5,1019,25,536,6,1,9,1,173,431
272448,591.0,39,13.0,78,1156,693,39,10.6,24,2,747,10,310,4,1,11,0,88,149
214896,240.0,13.6,5.0,52,427,321,13.6,2.9,15.4,3,692,11,33,2,0,6,0,29,13
13227,502.0,28,12.0,94,1543,471,32.7,7.3,27.2,3,474,7,106,4,0,10,0,46,24
13430,455.0,21.6,10.0,72,1827,518,36.3,7.7,28.4,9,1299,7,392,4,0,5,0,22,33
17826,630.0,30.8,10.0,143,1686,1237,37.8,10.6,50.2,7,1561,77,150,4,2,21,1,104,90
233431,272.0,8.6,2.0,42,1573,463,29.8,6.6,20.6,3,375,6,53,3,0,9,0,49,79
53465,389.0,13.1,4.0,55,1740,845,43.7,14.1,26.6,3,1211,12,114,5,0,9,0,93,139
17534,520.0,30.7,12.0,96,1289,451,32.6,7.7,26.7,5,742,7,71,5,0,10,0,31,37
203789,533.0,20.1,5.0,97,3037,717,46.4,7.4,40.3,6,1645,36,146,8,0,17,1,80,66
166139,289.0,13.4,5.0,75,1394,734,17.9,2.5,23.2,4,4900,21,67,4,0,12,0,39,60
234177,242.0,7.4,3.0,38,958,371,28.8,5.6,16.7,4,236,7,122,2,0,6,0,46,44
255989,693.0,36.4,16.0,112,1309,1013,68.2,17.9,25.2,8,3908,35,193,9,0,9,1,118,94
270920,356.0,25.5,14.0,108,658,310,6.1,1.9,25.3,2,932,45,229,1,0,10,0,32,26
187504,195.0,8.1,3.0,27,839,402,19.4,4.5,10.9,2,624,22,42,2,0,4,0,31,34
268963,353.0,23.1,9.0,90,83,471,11.4,3,24.8,3,1589,7,44,4,0,7,1,33,25
45840,320.0,11.5,4.0,46,858,883,38.6,4.1,16.4,5,285,34,49,3,0,9,1,56,27
262301,233.0,4.9,1.0,90,998,806,17.2,3.4,30.5,6,3681,29,65,2,0,20,1,63,94
13264,217.0,5.1,1.0,0,5,197,37.1,2.2,6.8,3,352,6,16,2,0,3,0,28,102
276974,221.0,15.6,5.0,48,508,381,5.7,1.6,12.7,3,217,17,27,1,0,6,0,26,11
257061,408.0,17.2,6.0,81,517,756,35.3,9.1,29.8,5,4204,21,78,3,1,9,1,59,36
269407,307.0,14.6,6.0,71,991,516,18.6,4.6,23.9,3,216,12,51,4,0,10,0,37,31
230154,344.0,22.1,7.0,119,507,552,12.6,1.9,23.2,4,830,14,41,2,0,10,0,36,40
17608,168.0,10.1,3.0,12,366,138,15.7,2.4,4.8,1,297,12,92,1,0,2,0,27,12
276975,226.0,12.7,3.0,54,503,589,11.3,2.1,17.3,5,1219,106,43,3,0,7,1,40,27
222991,588.0,26.1,8.0,93,1569,572,49.4,6.4,36,5,1006,9,256,7,0,15,0,39,99
223260,739.0,34.8,13.0,101,2707,1374,77.7,13.6,35.4,23,4196,95,248,7,0,13,1,165,74
71436,794.0,49.1,24.0,172,1915,747,40.4,6.5,47.1,4,2524,7,491,6,0,14,1,83,42
217911,393.0,19.6,8.0,126,897,526,21.5,1.9,31.6,10,698,6,177,2,0,14,1,40,26
21518,358.0,9.4,1.0,0,589,467,59.5,5.3,10.3,10,1032,36,72,5,0,4,0,44,134
231173,279.0,7.7,4.0,36,1128,431,35.9,6.3,18.6,5,1461,31,146,3,0,7,0,47,83
231153,596.0,25.7,12.0,68,1754,686,62.7,7.5,26.3,5,354,14,203,5,1,10,0,55,133
16882,671.0,37.7,15.0,145,843,897,52.3,6.8,31.9,7,1178,14,128,8,1,15,1,89,151
12759,472.0,28.3,4.0,33,353,426,37.5,4.8,17,2,134,16,68,2,0,6,1,60,46
14518,851.0,24.6,11.0,126,1665,545,86.5,6.5,46.4,2,849,24,440,7,1,17,0,69,192
279439,423.0,20.3,11.0,68,1035,744,36.2,6.2,24.8,2,4707,18,310,4,0,7,0,78,180
246760,521.0,30,14.0,79,777,502,38.4,3.8,24.4,6,3625,19,372,4,0,10,0,45,149
269477,390.0,21.5,10.0,71,823,536,27.3,4.4,22.4,2,572,7,194,3,0,7,0,52,30
223005,503.0,39.4,12.0,103,426,465,8.7,1.9,27.7,3,614,19,70,6,0,8,0,30,14
214992,169.0,8.4,3.0,56,234,254,5.4,0.4,15.9,3,213,3,16,1,0,6,0,15,8
255546,373.0,14.3,5.0,96,1034,574,32.8,4.7,29.5,5,734,20,166,3,0,11,1,74,27
270466,557.0,19,8.0,130,962,783,42.1,1.5,50.3,3,971,28,185,4,2,24,1,66,124
239493,450.0,26,12.0,40,726,206,40.9,3,13.9,3,576,6,316,2,0,4,0,21,83
270634,207.0,14.3,5.0,52,154,252,4,0.2,14.9,1,3,23,13,2,0,4,0,12,6
21098,537.0,28.9,16.0,67,852,668,44.9,4.4,25.6,6,1298,22,623,4,1,10,0,59,127
38094,378.0,21.8,12.0,70,857,289,30.1,1.6,17.9,5,645,4,234,2,0,6,0,29,56
239078,927.0,36.4,17.0,108,1985,805,101.3,6.3,46.3,22,934,51,624,7,1,18,1,80,176
221937,278.0,7.2,2.0,27,1308,338,38.1,3.4,15.5,7,269,23,100,3,0,6,0,40,82
223173,400.0,8.8,3.0,36,1337,732,53.9,8.8,26.7,4,931,15,137,4,0,11,1,111,36
263162,57.0,0.1,0.0,0,6,225,13.2,7.4,1.1,3,32,30,18,1,0,0,0,18,18
263122,322.0,9,3.0,35,833,591,34.6,3.8,21.2,2,1043,18,80,3,0,6,0,48,88
239786,317.0,22.6,6.0,89,1036,371,2.1,0.4,25.5,0,17,2,35,2,1,10,0,23,5
258250,626.0,31.2,15.0,59,1138,818,67.2,9.6,20.6,5,2569,49,376,6,1,8,0,77,193
262261,304.0,16.3,8.0,101,708,372,21.5,1.9,18.2,4,840,12,168,2,0,6,0,28,58
259999,422.0,25.6,9.0,122,1334,811,8.3,0.9,37.6,5,158,31,56,2,2,16,1,49,28
219646,263.0,16,8.0,102,357,217,17.3,1.1,13.1,3,594,65,312,2,0,3,0,26,50
240321,350.0,12.7,3.0,129,937,706,9.5,1.9,47.6,6,3887,71,51,2,0,29,1,61,32
235755,159.0,6.6,2.0,60,630,321,2.7,0.6,21.3,1,186,28,14,2,0,5,0,24,11
13954,505.0,8.5,4.0,20,1029,503,76.6,13.4,20,5,13603,15,307,5,1,5,0,51,100
20680,632.0,43.7,23.0,119,1308,925,32.8,6.2,31.7,6,1546,8,451,3,0,8,0,65,34
16995,260.0,19.1,7.0,69,315,254,3.3,0.7,18.4,1,511,41,18,3,0,5,0,20,10
21659,244.0,11.3,5.0,35,504,169,21.8,1.7,13.7,2,618,25,216,2,0,6,0,22,50
18074,275.0,22.5,4.0,27,935,245,3.4,0.2,14.8,1,5,3,18,2,0,6,0,19,7
186691,207.0,14,3.0,25,640,309,5.7,1,15,2,865,17,31,2,0,6,0,25,17
255038,200.0,11.4,2.0,48,198,299,5.7,1.7,18.6,2,502,40,28,1,0,12,1,27,15
254819,360.0,21.3,9.0,65,791,348,20.6,3.1,20.9,2,390,9,216,3,0,7,0,45,28
25135,663.0,21.8,7.0,109,1960,662,84.7,12,34.4,8,408,4,92,7,0,12,0,72,176
87133,824.0,44,19.0,123,1931,503,66.4,4.8,40,4,1517,21,543,7,1,16,0,66,145
229112,107.0,7,3.0,35,328,134,0.8,0.2,9.7,0,173,1,9,1,0,4,0,10,5
53729,409.0,18.8,3.0,54,407,511,43,4.9,17.3,5,251,25,145,2,0,3,0,49,65
34512,236.0,16.6,7.0,37,401,217,12.6,2.1,9.1,0,162,1,60,1,1,5,0,27,37
231514,509.0,22.8,14.0,55,3756,846,55.5,12,23.8,5,1939,143,459,4,0,5,1,79,141
8691,498.0,15.9,9.0,72,1227,496,49.7,3.9,26.7,3,967,11,327,4,0,13,0,54,108
84717,334.0,18.8,10.0,120,792,255,4.3,0.4,35.4,1,926,19,279,1,0,16,1,27,6
84482,712.0,45.6,26.0,142,2089,525,36,3.6,40.9,4,1421,1,646,3,0,8,0,55,13
246332,154.0,10.6,4.0,43,471,211,2.4,0.4,11.8,1,81,7,24,1,0,4,0,13,8
265338,739.0,37,14.0,137,166,812,55.1,8.3,44.1,3,17375,16,148,7,0,13,1,102,33
245253,244.0,9.7,2.0,44,755,351,21.1,2.5,17.7,7,4840,22,49,2,0,11,0,32,46
16700,287.0,12.4,7.0,101,863,531,6.8,1,35.5,3,543,3,242,1,0,20,1,51,13
218031,583.0,35.5,20.0,123,599,591,38.4,4.3,28.7,2,1509,16,339,3,0,14,1,63,86
234515,765.0,44.3,20.0,142,1262,493,54,8.6,40.4,9,1387,9,477,4,0,10,0,79,21
60022,497.0,33.6,14.0,98,1128,494,23.9,2.5,26.1,8,779,2,344,3,0,8,0,52,37
218573,477.0,27,13.0,76,1305,638,38.4,5.8,24.9,2,855,10,309,3,0,6,0,44,52
16560,651.0,20.3,12.0,68,1505,697,74,10.3,29.3,4,755,9,581,6,1,8,0,88,139
83549,709.0,36.3,18.0,126,1764,590,52.5,4.4,42.2,4,1422,19,509,5,0,18,0,68,115
278105,175.0,10,4.0,60,325,213,6.2,1.1,14,1,31,3,23,2,0,6,0,16,14
20570,140.0,11.8,7.0,34,486,103,2.9,0.5,6,1,471,2,160,0,0,1,0,9,8
9382,170.0,11.8,7.0,32,433,233,9,2.1,7.4,2,622,6,191,1,0,2,0,23,20
14863,135.0,7.8,4.0,21,373,89,13.9,2,3,1,429,1,42,1,0,1,0,21,5
228496,104.0,7.4,1.0,0,7,337,10.4,3.9,1.5,5,620,25,15,0,0,1,0,22,46
274557,48.0,2.6,0.0,0,199,213,6.3,1.8,1.1,3,1115,86,19,1,0,1,0,12,26
88029,1000000000000000,18.3,9.0,36,466,367,11.4,4.3,9.9,2,658,31,245,1,0,3,0,33,45
222995,61.0,0.3,0.0,0,4,321,15.2,2.5,1,3,1450,20,28,0,0,0,0,18,26
25542,83.0,8.3,3.0,11,103,39,1.1,0.2,1.4,0,223,10,32,0,0,0,0,3,4
236185,74.0,6.5,1.0,1,5,220,4.4,2.8,1,1,109,6,10,0,0,1,0,13,35
62957,4.0,0.1,0.0,0,1,43,0.9,0.3,0.2,0,149,3,4,0,0,0,0,3,3
262602,171.0,10.3,1.0,0,739,619,21.3,8.5,4.3,8,560,21,40,2,0,4,0,44,77
78181,238.0,20.9,11.0,54,175,225,8.1,2.1,4.1,3,599,7,112,0,0,1,0,17,31
278837,433.0,20.3,10.0,74,782,277,36,2.4,25.5,2,998,7,265,3,0,11,0,33,75
275470,19.0,0.4,0.0,0,233,133,3.9,1.1,0.7,1,355,10,14,0,0,1,0,11,7
171142,91.0,1.6,0.0,28,524,476,9.4,1.4,10.8,5,573,51,37,1,0,4,0,47,20
222160,27.0,1.5,0.0,0,209,111,3.4,1.1,0.5,2,248,7,6,0,0,0,0,6,14
277303,101.0,6,2.0,15,84,43,8.5,0.6,3.3,0,92,0,37,1,0,1,0,5,22
274553,63.0,3.2,0.0,0,82,229,9,2.6,1.6,2,2872,36,22,1,0,1,0,17,25
20738,45.0,3.7,1.0,0,69,125,3.1,1.7,0.5,0,44,3,4,0,0,1,0,8,21
221290,206.0,17.5,4.0,11,150,590,12.1,7.4,4.2,2,619,18,83,1,0,3,0,37,95
142897,48.0,3.7,1.0,0,2,140,4,1.8,0.6,2,45,7,5,0,0,1,0,8,21
233412,203.0,1.8,0.0,0,894,424,43,6.4,8.3,10,349,8,57,3,0,3,0,57,104
276019,367.0,22.2,6.0,94,657,411,30.7,4,13.7,7,1345,8,121,5,0,5,0,32,71
36888,286.0,13.9,3.0,23,817,395,30.4,3.8,11.3,6,266,3,69,2,0,2,0,22,15
233643,616.0,33.1,11.0,440,819,1149,42.9,5.6,37.7,6,1495,39,129,5,0,13,1,73,88
235668,436.0,21.6,8.0,30,449,311,52,9.3,10.3,0,785,5,114,5,1,9,0,76,154
88507,962.0,52,20.0,115,2664,1287,74.1,12.3,45.9,9,1860,39,216,10,1,19,1,99,214
212684,574.0,28.3,14.0,96,914,712,44,4.4,33.3,8,2192,21,304,8,0,12,0,49,90
216244,602.0,16.4,4.0,31,1182,714,91.1,7.2,21.6,4,609,11,211,6,1,11,0,54,168
8746,544.0,26.5,14.0,81,1355,245,47.8,1.4,27.1,3,832,21,438,5,0,12,0,35,149
55194,179.0,10.1,3.0,48,460,429,6.1,1.7,15.6,3,2195,6,40,1,1,7,0,26,20
16732,874.0,42.2,20.0,157,1577,967,70.1,7.1,52.4,7,2931,19,505,9,1,21,1,88,161
230756,403.0,20.1,4.0,0,383,485,47,5.1,13,10,38,5,36,2,0,9,0,78,96
280341,283.0,9.9,5.0,20,313,125,42.1,2.7,6.7,14,312,3,51,2,0,3,0,17,62
239681,464.0,19.3,10.0,68,1087,184,44.7,3.3,27.1,1,55,0,89,3,0,9,0,24,68
205513,500.0,33.5,9.0,133,562,735,8.6,2.8,40.2,2,2460,9,30,3,0,16,1,48,26
272546,319.0,22.1,9.0,103,231,260,4.9,0.7,24.5,0,594,4,134,2,0,10,0,27,17
237343,424.0,11.3,2.0,0,924,420,67.4,6.7,29.7,3,1521,99,62,6,0,3,0,82,46
13664,434.0,24.8,12.0,74,1022,352,31.3,3.6,22.5,2,728,17,301,2,0,7,0,64,17
216498,414.0,32.7,14.0,233,760,215,11.5,1.1,19.1,2,944,2,261,1,0,1,0,12,27
236904,539.0,11,3.0,7,1036,823,88.7,13.9,21.2,5,1407,43,220,7,1,8,0,151,245
277221,232.0,11.8,6.0,17,616,355,27.6,5.2,6.1,2,618,26,97,5,0,2,0,51,64
16928,445.0,29.8,11.0,100,397,612,11.9,2.1,32,3,1051,70,38,3,0,6,1,40,32
236240,597.0,29.1,8.0,97,1635,452,45.6,2.9,38.5,6,1589,17,176,5,0,19,1,43,98
273503,353.0,20.6,9.0,83,482,626,16.9,5.8,27.1,5,603,22,140,3,0,9,1,44,46
231414,402.0,12.4,5.0,274,771,468,36.2,4.4,31.1,2,530,9,83,5,0,6,0,105,19
262293,271.0,16.9,3.0,14,1112,592,24.5,6.9,8.2,4,1771,16,125,1,0,2,0,51,66
268195,265.0,10.6,4.0,23,221,79,37.9,1.2,4.7,14,173,0,36,2,0,3,0,13,67
262199,436.0,17,9.0,220,1168,670,55.1,11.4,26.6,2,3114,6,344,5,0,5,0,103,136
10685,226.0,10.3,6.0,28,84,43,32.1,0.7,1.8,18,335,2,17,1,0,1,0,4,29
24209,743.0,40.9,24.0,224,1051,254,83.6,2.6,14.5,37,1451,10,305,3,0,6,0,38,145
37637,256.0,13.6,4.0,60,494,336,26.2,4.8,8.9,5,315,5,196,2,0,3,0,25,81
222096,208.0,6.8,3.0,43,438,401,23.7,3.9,15.3,4,548,21,61,2,0,7,0,46,28
214167,326.0,14.6,5.0,55,1101,532,26.7,5,21,4,612,19,60,2,1,9,1,54,17
236923,368.0,16.6,4.0,130,1082,578,9,1.5,44,4,312,16,61,3,0,23,1,53,20
236508,242.0,7.3,1.0,63,1154,529,17.4,4.1,25.4,6,1578,22,65,1,0,12,1,39,33
263422,851.0,55.8,14.0,117,720,1951,53.2,19.5,46.8,12,2728,104,359,4,1,27,1,148,253
256858,626.0,31,14.0,188,2255,726,46.6,3.2,37.2,6,1242,40,255,4,0,11,1,51,113
237433,259.0,12,4.0,13,621,514,32.2,5.7,8.9,7,1411,24,163,2,0,4,0,40,81
239496,327.0,8.5,4.0,54,913,496,41.7,9.6,21.3,7,6450,13,108,3,0,9,0,58,23
276982,502.0,12.9,3.0,72,1997,2018,58.9,17.2,41.7,8,5915,72,286,13,1,19,2,168,133
275475,205.0,6,1.0,62,660,490,12.6,3.6,24.8,5,305,56,36,2,0,13,1,46,35
267901,365.0,14.1,7.0,99,1212,774,22.9,5.1,36.8,5,1086,19,269,3,0,18,1,78,63
73139,347.0,13.9,5.0,25,565,725,42.5,9.9,16.4,3,1100,21,134,5,0,5,1,77,93
278860,262.0,9.7,2.0,67,1611,726,16.2,4.6,28.1,9,621,71,83,2,1,13,1,56,61
264310,512.0,19.9,4.0,0,1021,901,70.4,16.5,17.2,3,7477,11,130,6,0,6,0,170,114
14791,324.0,18.1,6.0,44,124,647,27.3,2.7,13.1,2,282,10,49,2,1,6,0,50,38
36888,286.0,13.9,3.0,23,817,395,30.4,3.8,11.3,6,266,3,69,2,0,2,0,22,15
277221,232.0,11.8,6.0,17,616,355,27.6,5.2,6.1,2,618,26,97,5,0,2,0,51,64
274814,299.0,4.5,1.0,65,491,533,38,5.8,28,8,602,34,82,2,0,17,1,77,31
262912,506.0,23.9,6.0,33,1450,1106,57.8,11.8,21,5,891,13,175,2,0,6,1,125,59
244276,222.0,4.4,1.0,29,719,411,32.7,5.4,15.4,5,594,25,86,8,0,7,0,70,18
230637,146.0,6.5,2.0,17,154,228,14.5,1.3,7.4,0,349,12,41,1,0,2,0,25,23
221985,537.0,23.6,9.0,48,1814,412,68.5,7.1,17,3,6228,49,259,6,1,11,0,73,158
79414,489.0,23.6,5.0,53,2505,619,43.6,5.6,19.8,5,1090,21,101,3,0,5,1,63,67
237917,339.0,3.9,1.0,0,985,728,65.4,13.8,13,4,202,8,116,4,0,5,0,124,95
263111,487.0,14.6,2.0,221,348,1020,54.2,10.9,31,11,2874,79,150,6,0,7,1,132,84
215507,354.0,13,4.0,20,531,694,48.8,7.9,14.4,5,4831,23,297,3,0,3,0,127,32
263110,223.0,10.2,2.0,173,312,258,12.3,1.9,20.2,0,766,4,65,3,0,3,0,52,9
213115,990.0,58.9,19.0,119,1009,1042,68.1,5.1,47.8,11,1915,14,542,7,1,15,1,88,158
260305,579.0,9.1,1.0,0,720,501,72.4,12.3,60.7,5,12046,57,253,11,0,15,1,123,138
262913,568.0,27.5,7.0,185,1332,1038,57.7,11.7,28,5,1085,13,191,5,0,10,1,138,60
261547,421.0,26.1,9.0,196,680,630,27.9,3.8,19.6,2,469,16,150,2,0,7,1,54,40
273815,255.0,16.3,7.0,188,388,216,14.9,2.2,13.3,2,666,1,222,1,0,3,0,35,29
30702,364.0,27.2,10.0,97,181,427,4.3,0.6,23.8,2,110,8,26,3,0,8,1,28,13
21253,341.0,16.1,5.0,21,302,560,42.1,4.5,8.1,3,246,12,153,1,0,4,0,54,22
232553,520.0,36.4,17.0,208,1196,432,23.1,3.4,25.2,2,765,5,277,3,0,6,0,37,40
220393,457.0,11.2,2.0,2,1678,1108,77.4,18,20.5,3,1000,29,110,6,0,34,5,122,266
263638,357.0,14.3,3.0,0,1081,330,44.9,3.7,13,3,203,16,340,6,0,6,0,49,98
26094,355.0,16.5,3.0,59,76,416,26.9,4.4,25.4,3,662,13,61,2,0,12,0,64,20
273673,291.0,14.4,7.0,28,814,310,27.3,7.9,14.5,2,631,13,279,2,0,3,0,35,47
278966,659.0,23.4,5.0,74,1513,1074,73.3,7.5,35.2,2,696,35,117,5,1,14,1,90,182
228905,391.0,13.9,4.0,31,1068,372,46.5,3.2,21.6,13,804,29,29,1,0,7,0,24,23
22495,787.0,30.1,14.0,55,1309,1343,99.7,12.7,33.1,14,12305,243,710,7,1,14,1,118,298
274544,476.0,27.9,16.0,84,688,288,47.6,3.6,12,5,211,44,74,2,1,7,0,42,149
278844,371.0,21.3,8.0,51,225,321,26.5,4,19.5,2,344,17,265,2,0,6,0,59,17
21638,231.0,14.9,2.0,177,323,343,4.7,2.1,19.9,1,853,31,46,3,0,8,0,42,30
143117,1133.0,81.5,33.0,387,2174,1030,48.2,4.9,53.8,5,2119,20,523,5,1,15,1,127,67
235513,442.0,27.6,4.0,37,656,418,30.8,6.3,19.3,1,903,10,84,4,1,10,0,60,90
254538,175.0,6.2,1.0,0,141,488,28.2,9.8,3.1,5,595,47,45,1,0,1,0,36,37
271115,1074.0,74.1,21.0,629,1519,809,65.2,9.6,41.8,6,2054,2,565,5,0,7,1,124,82
247200,856.0,33,19.0,93,2554,1653,97.2,17.8,44.6,6,1467,15,973,10,1,13,1,214,525
255099,141.0,5.1,1.0,9,42,279,18.8,3.1,5.8,1,138,19,32,1,0,2,0,33,14
18039,934.0,61.1,24.0,295,4110,1496,2.5,0.9,87.9,0,61,1,72,12,0,27,2,99,31
143298,225.0,14.9,2.0,31,44,580,4.8,1.3,18.3,2,1094,20,40,1,0,4,0,37,23
266522,531.0,31,14.0,371,1561,1142,41.8,6.5,25.9,7,2062,16,385,5,0,7,1,93,84
274543,501.0,42.9,21.0,126,1123,505,7.5,3.1,22,2,1225,72,196,2,1,6,1,30,32
46679,361.0,14.4,8.0,35,1067,522,39.7,6,20.9,7,1415,13,306,3,0,5,0,45,85
21023,358.0,11.9,4.0,15,728,644,53,4.9,10.8,3,341,24,149,3,0,6,0,51,92
275467,657.0,38.7,22.0,133,970,418,43,2.9,34.3,2,1557,7,420,4,0,15,0,40,90
280574,449.0,23.9,11.0,102,1722,355,25.2,2.3,32.5,4,790,26,321,3,0,12,0,54,20
262411,398.0,23.9,11.0,78,738,202,24.4,1.3,20.5,4,426,2,240,2,0,7,0,26,47
255083,303.0,12.6,5.0,34,610,264,33.9,2.9,13.4,2,339,16,117,2,0,7,0,40,68
258248,514.0,14.5,7.0,22,1004,488,77.5,9.1,18.1,3,1439,28,241,5,0,6,0,90,96
270869,343.0,15.1,4.0,24,787,315,39,4.4,13.2,6,139,26,82,2,0,6,0,30,96
273650,340.0,17.8,7.0,30,581,492,34,5.8,12.4,2,673,9,272,2,0,5,0,65,23
270859,288.0,17.5,7.0,30,433,346,23.1,4.6,11.3,3,4059,11,242,1,0,3,0,47,40
279766,634.0,41.6,18.0,127,558,674,36.9,9.5,31.5,1,1673,28,284,2,0,10,0,70,61
247131,703.0,27.1,10.0,84,3025,313,74.4,3.2,38.4,3,413,0,269,5,1,16,0,52,129
238718,483.0,20.3,9.0,34,1337,447,48,6.8,27.3,5,815,6,349,2,0,5,0,24,72
233845,403.0,17.6,7.0,30,1272,106,44.4,6.6,18.4,6,2246,54,307,2,0,3,0,17,18
213918,709.0,38.6,18.0,110,2080,829,57.2,5.6,36.2,10,3247,83,551,5,1,11,1,57,124
218325,507.0,15.1,8.0,87,2116,1089,65.6,11,39,9,16430,15,300,6,0,13,1,135,56
238215,696.0,51.5,30.0,171,815,686,26,4.3,35.2,2,1936,27,484,2,0,13,1,69,24
23725,537.0,28.7,16.0,73,577,350,53.6,3.3,17.8,16,960,15,390,3,0,6,0,49,91
237356,440.0,20.6,11.0,76,507,404,46.3,4.3,20.1,17,798,9,365,2,0,5,0,68,15
247024,626.0,24.9,12.0,91,1048,715,67.6,7,33.1,4,1711,50,300,3,0,9,1,79,42
275156,555.0,6.9,2.0,64,1176,934,63.7,6,45.6,4,6177,17,323,6,1,18,1,109,195
267538,135.0,3.9,1.0,0,371,329,20.6,3,5.8,2,513,9,163,3,0,2,0,44,16
26589,448.0,21.1,10.0,60,1274,239,40.5,3.3,22.2,2,617,1,303,4,0,9,0,31,85
9003,885.0,45,25.0,136,2218,602,66.7,3.2,38.7,8,1435,11,802,5,1,13,0,73,133
19486,445.0,21.7,8.0,60,1115,564,37.9,3,24.5,4,895,14,262,3,0,11,0,52,83
240499,255.0,18,3.0,0,193,513,23.3,7.1,3.8,5,1315,11,73,3,0,2,0,52,48
257951,211.0,7.9,3.0,47,411,279,16.2,1.5,18.3,2,855,27,55,1,0,12,0,26,38
255276,723.0,38.9,19.0,108,2042,854,59.9,8.5,34,7,2404,70,459,6,1,13,1,81,134
217165,614.0,35.8,12.0,136,108,1936,26.1,6.4,48.6,9,13146,311,98,4,0,15,1,75,54
60111,188.0,11.1,2.0,173,345,190,1.3,0.2,18.7,0,395,5,40,3,0,7,0,32,6
54342,183.0,6.1,2.0,62,667,391,11.7,1.4,20.4,9,1182,3,24,2,1,8,1,31,9
20852,902.0,60.9,23.0,134,1390,642,54,4.7,34.6,4,989,5,420,3,0,12,0,101,41
232197,332.0,9.2,3.0,38,919,331,42.9,3.1,19.1,3,540,23,133,3,0,12,0,34,85
213733,610.0,34.6,10.0,145,305,729,25.2,3.3,48.7,18,1177,11,126,6,0,15,1,75,22
22970,107.0,1.5,0.0,30,923,243,9.6,1,12.3,3,355,3,23,1,0,6,0,20,6
76464,822.0,53.7,21.0,243,1760,616,43,2.8,39.5,4,679,29,346,5,1,15,1,50,103
71380,542.0,30.7,18.0,138,512,580,29,4.1,38.6,2,1441,24,580,2,0,18,1,77,38
276714,166.0,5.3,2.0,177,502,466,9.5,2.2,20.2,4,1631,19,58,4,0,8,0,47,24
36766,821.0,36,17.0,97,1855,746,83.6,8.9,40.1,6,1185,22,615,7,1,15,0,89,179
89196,525.0,36.5,18.0,89,1178,400,24.1,3.5,26.6,4,1643,1,509,3,0,6,0,60,12
259763,143.0,1.8,0.0,34,1996,477,15.9,2.6,15.2,5,1051,67,26,1,0,11,1,29,38
78004,325.0,7.1,3.0,57,356,666,36.9,7.9,28.4,6,2836,64,171,4,0,12,1,55,34
13928,375.0,24,11.0,54,709,324,24.9,5.7,17.4,1,948,17,307,3,0,4,0,55,22
217186,289.0,9.2,2.0,59,290,808,28.1,6.1,28.3,10,1458,16,118,4,0,15,1,92,36
214827,546.0,32.3,7.0,64,1886,912,36.4,8.5,29.4,3,2639,20,145,4,0,13,1,74,124
16701,265.0,13.3,7.0,40,664,267,22.8,2.4,13.1,3,726,5,238,2,0,6,0,26,45
21699,411.0,14.3,5.0,48,753,329,46.2,2.6,23.2,8,174,2,208,3,0,14,0,40,83
157899,227.0,14,4.0,66,46,196,14,2.1,11.4,1,145,4,30,2,0,4,0,30,9
258774,468.0,27.7,8.0,73,807,871,33.7,8,24.8,6,922,29,220,3,0,9,1,81,101
68806,407.0,19.8,8.0,71,1223,329,33.9,1.8,22.6,7,696,5,229,4,0,7,0,24,43
221223,148.0,9.7,4.0,39,377,145,3.3,0.8,10.9,2,312,13,12,2,0,3,0,11,6
13837,673.0,33.5,15.0,136,499,628,53.6,7.8,41.4,2,924,9,407,4,0,12,1,118,21
254818,394.0,18.8,7.0,75,1233,353,37,3,19.3,8,346,1,218,3,0,6,0,34,47
233252,430.0,22.8,7.0,51,1511,337,43.1,2.4,15.1,8,597,20,190,2,0,4,0,31,52
44125,714.0,46.6,22.0,151,1176,690,35.9,4.1,38,2,1934,4,212,6,0,12,1,60,80
12810,571.0,22.3,10.0,120,996,505,65,4.9,26.8,3,699,10,372,6,1,12,0,63,149
8966,718.0,46.8,26.0,182,1408,1048,38.1,5.8,40.2,10,3317,240,560,5,0,19,1,110,76
17122,735.0,44.2,24.0,136,1054,444,47.6,2.3,35.7,4,1685,8,372,4,0,14,0,66,139
217890,717.0,49,15.0,101,1419,653,40.3,8.7,30.7,5,895,13,124,3,0,10,0,77,68
232316,412.0,17.2,4.0,35,296,345,46.4,3.4,17.5,3,120,4,46,4,0,7,0,49,111
134128,625.0,37.4,21.0,138,1588,372,36.7,1.8,33.7,5,850,0,299,3,0,10,0,28,67
228571,605.0,31.7,15.0,98,1341,723,47.7,4.7,32.3,5,1522,23,371,5,0,14,0,64,101
